model_version,variation_id,vcv_accession,gene,old_classification,actual_later_classification,actual_outcome,predicted_class,pathogenic_probability,score_or_probability,correct,analysis_bucket,confidence,key_features,match_confidence,warning_flags,suspected_error_category,manual_review_status,notes,leakage_audit_status,source
V6,11680,not recorded,POU3F4,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.9056093755659264,0.9056093755659264,true,correct high-confidence,0.9056093755659264,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,14223,not recorded,RMRP,Uncertain significance,Pathogenic,moved_toward_pathogenic,moved_toward_benign,0.2665613810505244,0.2665613810505244,false,low-confidence,0.7334386189494756,noncoding_consequence; criteria_without_conflict; classification_age; record_completeness,high,,model over-predicted benign,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,16775,not recorded,LIG1,Uncertain significance,Pathogenic,moved_toward_pathogenic,moved_toward_benign,0.014452121852059728,0.014452121852059728,false,wrong high-confidence,0.9855478781479403,missense_consequence; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,model over-predicted benign,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,21487,not recorded,TARDBP,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.5677486523269858,0.5677486523269858,true,low-confidence,0.5677486523269858,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,29831,not recorded,ACP5,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.5946488238102343,0.5946488238102343,true,low-confidence,0.5946488238102343,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,43541,not recorded,SLC26A4,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.9188077954910066,0.9188077954910066,true,correct high-confidence,0.9188077954910066,missense_consequence; expert_panel_review; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,53081,not recorded,KCNQ1,Uncertain significance,Pathogenic/Likely pathogenic,moved_toward_pathogenic,moved_toward_benign,0.4357517357616798,0.4357517357616798,false,low-confidence,0.5642482642383202,missense_consequence; multiple_agreeing_submitters; criteria_without_conflict; classification_age; record_completeness,high,,model over-predicted benign,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,97301,not recorded,OTC,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_benign,0.007513234125430339,0.007513234125430339,false,wrong high-confidence,0.9924867658745696,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,,model over-predicted benign,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,129554,not recorded,MAGI2,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.02675354094077688,0.02675354094077688,true,correct high-confidence,0.9732464590592231,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes; Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,134376,not recorded,FBXO11,Uncertain significance,Benign/Likely benign,moved_toward_benign,moved_toward_pathogenic,0.8160527185824816,0.8160527185824816,false,wrong high-confidence,0.8160527185824816,missense_consequence; record_completeness,high,Condition aggregation differed between snapshots.,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,139612,not recorded,SCLT1,Uncertain significance,Pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.9999573587016066,0.9999573587016066,true,correct high-confidence,0.9999573587016066,canonical_splice_consequence; classification_age; record_completeness,high,Missing older fields: phenotypes,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,140626,not recorded,RBCK1,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.7566394624928139,0.7566394624928139,true,low-confidence,0.7566394624928139,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,143585,not recorded,MECP2,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_benign,0.29973231003735606,0.29973231003735606,false,low-confidence,0.7002676899626439,missense_consequence; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,model over-predicted benign,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,155821,not recorded,MYLK2,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.3892018793015526,0.3892018793015526,true,low-confidence,0.6107981206984474,missense_consequence; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,156371,not recorded,RBSN,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_pathogenic,0.8469166418223706,0.8469166418223706,false,wrong high-confidence,0.8469166418223706,missense_consequence; classification_age; record_completeness,high,Missing older fields: phenotypes,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,156719,not recorded,SOX10,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.3041108592176605,0.3041108592176605,true,low-confidence,0.6958891407823395,noncoding_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,161228,not recorded,DSP,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_benign,0.38477008310551486,0.38477008310551486,false,low-confidence,0.6152299168944851,missense_consequence; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,model over-predicted benign,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,185373,not recorded,BRIP1,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.9998930369485121,0.9998930369485121,true,correct high-confidence,0.9998930369485121,canonical_splice_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,185646,not recorded,MAX,Uncertain significance,Pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.8838837825168427,0.8838837825168427,true,correct high-confidence,0.8838837825168427,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,187872,not recorded,MTHFR,Uncertain significance,Pathogenic/Likely pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.6599804989143103,0.6599804989143103,true,low-confidence,0.6599804989143103,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,204087,not recorded,AGXT,Uncertain significance,Pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.8050870991478891,0.8050870991478891,true,correct high-confidence,0.8050870991478891,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,204226,not recorded,GRHPR,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.40663558491456103,0.40663558491456103,true,low-confidence,0.5933644150854389,missense_consequence; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,204930,not recorded,CACNB4,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.10687477225573604,0.10687477225573604,true,correct high-confidence,0.893125227744264,noncoding_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,208535,not recorded,AMER1,Uncertain significance,Benign,moved_toward_benign,moved_toward_benign,0.39565147735064643,0.39565147735064643,true,low-confidence,0.6043485226493536,missense_consequence; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,218305,not recorded,VCP,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.6457240851778446,0.6457240851778446,true,low-confidence,0.6457240851778446,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,224592,not recorded,RAD51B,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.24427318843438736,0.24427318843438736,true,low-confidence,0.7557268115656126,noncoding_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,238969,not recorded,DNAH5,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_pathogenic,0.8338734922194982,0.8338734922194982,false,wrong high-confidence,0.8338734922194982,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,241261,not recorded,ODAD2,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.020976578086871586,0.020976578086871586,true,correct high-confidence,0.9790234219131284,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,242615,not recorded,MARS1,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.4002900009724107,0.4002900009724107,true,low-confidence,0.5997099990275894,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,264187,not recorded,TTN,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_pathogenic,0.8509716295257548,0.8509716295257548,false,wrong high-confidence,0.8509716295257548,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,303192,not recorded,SCN3B,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.017025867756147662,0.017025867756147662,true,correct high-confidence,0.9829741322438523,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,316205,not recorded,GATM,Uncertain significance,Benign,moved_toward_benign,moved_toward_benign,0.11433612766691136,0.11433612766691136,true,correct high-confidence,0.8856638723330886,noncoding_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,323559,not recorded,ITGA2B,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.022115700572214503,0.022115700572214503,true,correct high-confidence,0.9778842994277855,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,324980,not recorded,ACADVL;DLG4,Uncertain significance,Benign,moved_toward_benign,moved_toward_benign,0.11039592096000798,0.11039592096000798,true,correct high-confidence,0.8896040790399921,noncoding_consequence; multiple_agreeing_submitters; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,369757,not recorded,KCNQ2,Uncertain significance,Pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.771774005858241,0.771774005858241,true,low-confidence,0.771774005858241,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,374708,not recorded,CARD14,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.029989556614817014,0.029989556614817014,true,correct high-confidence,0.9700104433851829,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,375859,not recorded,DCC,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_pathogenic,0.7229456817020797,0.7229456817020797,false,low-confidence,0.7229456817020797,missense_consequence; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,386689,not recorded,ALOX12B,Uncertain significance,Pathogenic/Likely pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.6107418356411968,0.6107418356411968,true,low-confidence,0.6107418356411968,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,397535,not recorded,VAC14,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.8056424961564592,0.8056424961564592,true,correct high-confidence,0.8056424961564592,missense_consequence; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,403886,not recorded,CDC73,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_benign,0.4902076361315433,0.4902076361315433,false,low-confidence,0.5097923638684567,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,,model over-predicted benign,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,404137,not recorded,HCN4,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.49893997706102144,0.49893997706102144,true,low-confidence,0.5010600229389786,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,406950,not recorded,RECQL4,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.3344846683864549,0.3344846683864549,true,low-confidence,0.6655153316135451,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,408569,not recorded,TGFBR1,Uncertain significance,Pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.7876215135820622,0.7876215135820622,true,low-confidence,0.7876215135820622,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,409285,not recorded,SRPX2,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.008382651710863092,0.008382651710863092,true,correct high-confidence,0.991617348289137,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,409978,not recorded,SLC9A6,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_pathogenic,0.557720469181573,0.557720469181573,false,low-confidence,0.557720469181573,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,409979,not recorded,EGR2,Uncertain significance,Pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.5684262805130272,0.5684262805130272,true,low-confidence,0.5684262805130272,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,409981,not recorded,MKS1,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.01831343670677338,0.01831343670677338,true,correct high-confidence,0.9816865632932266,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,424893,not recorded,HPCA,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.028880430904589527,0.028880430904589527,true,correct high-confidence,0.9711195690954104,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,432907,not recorded,NT5C2,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.945053390672023,0.945053390672023,true,correct high-confidence,0.945053390672023,criteria_without_conflict; classification_age; record_completeness,high,In-frame indel was recognized but has zero Version 1 points.; Missing older fields: phenotypes,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,435535,not recorded,ITGB3,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.09913755798148068,0.09913755798148068,true,correct high-confidence,0.9008624420185193,synonymous_consequence; multiple_agreeing_submitters; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,444371,not recorded,PHKB,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_pathogenic,0.9431300723207741,0.9431300723207741,false,wrong high-confidence,0.9431300723207741,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,444445,not recorded,FBN3,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_pathogenic,0.9402156725195712,0.9402156725195712,false,wrong high-confidence,0.9402156725195712,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,444499,not recorded,SLC1A4,Uncertain significance,Benign/Likely benign,moved_toward_benign,moved_toward_pathogenic,0.9402156725195712,0.9402156725195712,false,wrong high-confidence,0.9402156725195712,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes; Gene text differed between snapshots.,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,446245,not recorded,HECTD4,Uncertain significance,Pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.9996507052810162,0.9996507052810162,true,correct high-confidence,0.9996507052810162,loss_of_function_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,446389,not recorded,KANK4,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_pathogenic,0.882090125502215,0.882090125502215,false,wrong high-confidence,0.882090125502215,missense_consequence; classification_age; record_completeness,high,Missing older fields: phenotypes; Condition aggregation differed between snapshots.,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,449114,not recorded,TUSC3,Uncertain significance,Pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.5453339424857427,0.5453339424857427,true,low-confidence,0.5453339424857427,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,451971,not recorded,NEK1,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.9342539744477412,0.9342539744477412,true,correct high-confidence,0.9342539744477412,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,454028,not recorded,CDKN1C,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.00924517338163315,0.00924517338163315,true,correct high-confidence,0.9907548266183669,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,454826,not recorded,DNAI1,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_pathogenic,0.7986444397210539,0.7986444397210539,false,low-confidence,0.7986444397210539,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,454849,not recorded,DNAAF5,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.5515252642037389,0.5515252642037389,true,low-confidence,0.5515252642037389,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,456004,not recorded,TMC6,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.02047555684434908,0.02047555684434908,true,correct high-confidence,0.9795244431556509,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,456600,not recorded,SPTLC1,Uncertain significance,Pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.558001657974938,0.558001657974938,true,low-confidence,0.558001657974938,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,456812,not recorded,COL1A2,Uncertain significance,Pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.7789444702249394,0.7789444702249394,true,low-confidence,0.7789444702249394,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,457419,not recorded,RAD50,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.10846444945450334,0.10846444945450334,true,correct high-confidence,0.8915355505454967,noncoding_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,458254,not recorded,SACS,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_pathogenic,0.6140327889858008,0.6140327889858008,false,low-confidence,0.6140327889858008,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,458304,not recorded,GBA2,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.5980075807639855,0.5980075807639855,true,low-confidence,0.5980075807639855,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,458982,not recorded,PDGFRA,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.018304452152739223,0.018304452152739223,true,correct high-confidence,0.9816955478472608,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,459641,not recorded,SRD5A2,Uncertain significance,Pathogenic/Likely pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.6618043031802041,0.6618043031802041,true,low-confidence,0.6618043031802041,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,459749,not recorded,COL5A2,Uncertain significance,Benign,moved_toward_benign,moved_toward_pathogenic,0.620194044283996,0.620194044283996,false,low-confidence,0.620194044283996,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,459814,not recorded,PLOD1,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.018471368730635974,0.018471368730635974,true,correct high-confidence,0.9815286312693641,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,459951,not recorded,GCDH,Uncertain significance,Pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.6130560725889675,0.6130560725889675,true,low-confidence,0.6130560725889675,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,460011,not recorded,GABRD,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.10535019420837255,0.10535019420837255,true,correct high-confidence,0.8946498057916275,noncoding_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,460733,not recorded,BARD1,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.9999597202645715,0.9999597202645715,true,correct high-confidence,0.9999597202645715,canonical_splice_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,461817,not recorded,BTK,Uncertain significance,Benign,moved_toward_benign,moved_toward_pathogenic,0.6035838543795017,0.6035838543795017,false,low-confidence,0.6035838543795017,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V6,463155,not recorded,PTS,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.6110958189612615,0.6110958189612615,true,low-confidence,0.6110958189612615,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
