model_version,variation_id,vcv_accession,gene,old_classification,actual_later_classification,actual_outcome,predicted_class,pathogenic_probability,score_or_probability,correct,analysis_bucket,confidence,key_features,match_confidence,warning_flags,suspected_error_category,manual_review_status,notes,leakage_audit_status,source
V5,454886,not recorded,CCDC40,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_pathogenic,0.9793306398284995,0.9793306398284995,false,wrong high-confidence,0.9793306398284995,canonical_splice_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,465998,not recorded,TNNT1,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.9904205037657684,0.9904205037657684,true,correct high-confidence,0.9904205037657684,canonical_splice_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,469526,not recorded,TNNT2,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.5875539729959768,0.5875539729959768,true,low-confidence,0.5875539729959768,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,475559,not recorded,GAS8,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.1543233627074391,0.1543233627074391,true,correct high-confidence,0.8456766372925609,noncoding_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,533656,not recorded,XIAP,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_pathogenic,0.5410828131427499,0.5410828131427499,false,low-confidence,0.5410828131427499,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,535839,not recorded,ELANE,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.021253459414381566,0.021253459414381566,true,correct high-confidence,0.9787465405856184,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,536125,not recorded,EPHA2,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_pathogenic,0.5224380994339475,0.5224380994339475,false,low-confidence,0.5224380994339475,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,546913,not recorded,NEFH,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.019554707314250845,0.019554707314250845,true,correct high-confidence,0.9804452926857492,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes; Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,563157,not recorded,GCNT2,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.0888202707718613,0.0888202707718613,true,correct high-confidence,0.9111797292281387,classification_age; record_completeness,high,Molecular consequence was not recognized from older HGVS text.; Missing older fields: phenotypes,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,569657,not recorded,CD3E,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.1617261354140427,0.1617261354140427,true,correct high-confidence,0.8382738645859573,noncoding_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,573718,not recorded,SLC52A3,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.0153841483910936,0.0153841483910936,true,correct high-confidence,0.9846158516089064,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,579309,not recorded,PROC,Uncertain significance,Pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.5512497637433433,0.5512497637433433,true,low-confidence,0.5512497637433433,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,590937,not recorded,MAP3K1,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_pathogenic,0.6107489456085163,0.6107489456085163,false,low-confidence,0.6107489456085163,missense_consequence; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,591594,not recorded,LAMC2,Uncertain significance,Pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.9999867222439569,0.9999867222439569,true,correct high-confidence,0.9999867222439569,canonical_splice_consequence; classification_age; record_completeness,high,Missing older fields: phenotypes,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,591939,not recorded,SPECC1L-ADORA2A;SPECC1L,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_pathogenic,0.8323884505293211,0.8323884505293211,false,wrong high-confidence,0.8323884505293211,missense_consequence; classification_age; record_completeness,high,Missing older fields: phenotypes; Gene text differed between snapshots.,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,640881,not recorded,RASA1,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.9996195669297777,0.9996195669297777,true,correct high-confidence,0.9996195669297777,canonical_splice_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,640944,not recorded,DHCR7,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.5434463638629945,0.5434463638629945,true,low-confidence,0.5434463638629945,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,643607,not recorded,BSCL2,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.5487117013458939,0.5487117013458939,true,low-confidence,0.5487117013458939,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,643889,not recorded,TCN2,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.018877119471322906,0.018877119471322906,true,correct high-confidence,0.9811228805286771,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,646545,not recorded,BFSP2,Uncertain significance,Pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.9904483542020236,0.9904483542020236,true,correct high-confidence,0.9904483542020236,loss_of_function_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,648509,not recorded,INVS,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.19317627193606893,0.19317627193606893,true,correct high-confidence,0.8068237280639311,noncoding_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,653201,not recorded,GM2A,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.019438493534371274,0.019438493534371274,true,correct high-confidence,0.9805615064656287,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,661670,not recorded,GARS1,Uncertain significance,Pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.5334364558865963,0.5334364558865963,true,low-confidence,0.5334364558865963,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,813564,not recorded,IFT74,Uncertain significance,Benign,moved_toward_benign,moved_toward_pathogenic,0.9663743020366073,0.9663743020366073,false,wrong high-confidence,0.9663743020366073,record_completeness,high,In-frame indel was recognized but has zero Version 1 points.; Condition aggregation differed between snapshots.,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,813930,not recorded,ERCC6L2,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.9996260754327982,0.9996260754327982,true,correct high-confidence,0.9996260754327982,canonical_splice_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,814114,not recorded,AMY2B;RNPC3,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.10711055189509092,0.10711055189509092,true,correct high-confidence,0.8928894481049091,classification_age; record_completeness,high,Molecular consequence was not recognized from older HGVS text.; Missing older fields: phenotypes; Gene text differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,830958,not recorded,SLC7A9,Uncertain significance,Pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.9782138906989509,0.9782138906989509,true,correct high-confidence,0.9782138906989509,criteria_without_conflict; classification_age; record_completeness,high,Molecular consequence was not recognized from older HGVS text.; Missing older fields: phenotypes,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,833465,not recorded,HMGCL,Uncertain significance,Pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.935282192099125,0.935282192099125,true,correct high-confidence,0.935282192099125,criteria_without_conflict; classification_age; record_completeness,high,Molecular consequence was not recognized from older HGVS text.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,841386,not recorded,CDH3,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_benign,0.14832422935011327,0.14832422935011327,false,wrong high-confidence,0.8516757706498868,noncoding_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes,model over-predicted benign,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,842280,not recorded,MYOT,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.021773660343678204,0.021773660343678204,true,correct high-confidence,0.9782263396563218,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,844238,not recorded,PROM1,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.012173385878331191,0.012173385878331191,true,correct high-confidence,0.9878266141216688,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,850501,not recorded,SNX27,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.010501304215317482,0.010501304215317482,true,correct high-confidence,0.9894986957846825,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,850725,not recorded,IMPG2,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.3788525788562575,0.3788525788562575,true,low-confidence,0.6211474211437424,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,852348,not recorded,CTLA4,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.021270162605948734,0.021270162605948734,true,correct high-confidence,0.9787298373940513,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,853808,not recorded,TBK1,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_pathogenic,0.544354907035742,0.544354907035742,false,low-confidence,0.544354907035742,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,856161,not recorded,MYH2,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.16178350061383134,0.16178350061383134,true,correct high-confidence,0.8382164993861687,noncoding_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,859657,not recorded,SUOX,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.021125466737777886,0.021125466737777886,true,correct high-confidence,0.9788745332622221,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,861575,not recorded,CSRP3,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.014594216310236623,0.014594216310236623,true,correct high-confidence,0.9854057836897634,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,862862,not recorded,MYH3,Uncertain significance,Pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.9953330578929749,0.9953330578929749,true,correct high-confidence,0.9953330578929749,loss_of_function_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,863624,not recorded,POMK,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.024677354292442243,0.024677354292442243,true,correct high-confidence,0.9753226457075578,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,870677,not recorded,THOC6,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.738370980759312,0.738370980759312,true,low-confidence,0.738370980759312,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,932347,not recorded,GEMIN4,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_pathogenic,0.5983062102524869,0.5983062102524869,false,low-confidence,0.5983062102524869,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,935371,not recorded,FOXE3,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.6963495321364288,0.6963495321364288,true,low-confidence,0.6963495321364288,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,936605,not recorded,PEX14,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.016962457406321067,0.016962457406321067,true,correct high-confidence,0.9830375425936789,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,947375,not recorded,GRN,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.028230485518658425,0.028230485518658425,true,correct high-confidence,0.9717695144813415,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,952427,not recorded,GMPPB,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.02811409193333022,0.02811409193333022,true,correct high-confidence,0.9718859080666697,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,961724,not recorded,KIAA0586,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.021922696490475034,0.021922696490475034,true,correct high-confidence,0.9780773035095249,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,962634,not recorded,CSPP1,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.018306898734899397,0.018306898734899397,true,correct high-confidence,0.9816931012651006,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,966004,not recorded,SPINK5,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.01188744463881772,0.01188744463881772,true,correct high-confidence,0.9881125553611823,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,981580,not recorded,PTPN11,Uncertain significance,Pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.9991146177717459,0.9991146177717459,true,correct high-confidence,0.9991146177717459,loss_of_function_consequence; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,985454,not recorded,CHD3,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.992701686717234,0.992701686717234,true,correct high-confidence,0.992701686717234,canonical_splice_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,989805,not recorded,GBE1,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.000592618749389182,0.000592618749389182,true,correct high-confidence,0.9994073812506108,synonymous_consequence; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,991114,not recorded,RAPSN,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.0006922588470786869,0.0006922588470786869,true,correct high-confidence,0.9993077411529213,synonymous_consequence; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,991238,not recorded,ABCB11,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.0005769133558931316,0.0005769133558931316,true,correct high-confidence,0.9994230866441068,synonymous_consequence; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,992013,not recorded,HYLS1,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.000690647676663426,0.000690647676663426,true,correct high-confidence,0.9993093523233366,synonymous_consequence; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,992163,not recorded,LOXHD1,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.3467590765577576,0.3467590765577576,true,low-confidence,0.6532409234422424,missense_consequence; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,1002540,not recorded,TONSL,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.028738441877158603,0.028738441877158603,true,correct high-confidence,0.9712615581228414,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,1008059,not recorded,RPL35A,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_benign,0.41010814787374195,0.41010814787374195,false,low-confidence,0.589891852126258,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,,model over-predicted benign,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,1009362,not recorded,LDB3,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.011482537681857492,0.011482537681857492,true,correct high-confidence,0.9885174623181425,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,1012003,not recorded,COL9A2,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.024013294319420713,0.024013294319420713,true,correct high-confidence,0.9759867056805793,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,1017757,not recorded,GTF2E2,Uncertain significance,Benign,moved_toward_benign,moved_toward_benign,0.38324286100588656,0.38324286100588656,true,low-confidence,0.6167571389941134,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,1018253,not recorded,NEXN,Uncertain significance,Pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.9873158464352022,0.9873158464352022,true,correct high-confidence,0.9873158464352022,loss_of_function_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,1021775,not recorded,CCT2,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.05302040333345578,0.05302040333345578,true,correct high-confidence,0.9469795966665442,noncoding_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,1025922,not recorded,SIAE,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.0626852720951696,0.0626852720951696,true,correct high-confidence,0.9373147279048304,noncoding_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,1036321,not recorded,COL18A1,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.024013294319420713,0.024013294319420713,true,correct high-confidence,0.9759867056805793,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,1036373,not recorded,CSTB,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.013518676184265149,0.013518676184265149,true,correct high-confidence,0.9864813238157348,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,1039921,not recorded,POR,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.4381011284618126,0.4381011284618126,true,low-confidence,0.5618988715381874,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,1040049,not recorded,STING1,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.013452035193551176,0.013452035193551176,true,correct high-confidence,0.9865479648064488,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,1040227,not recorded,PRPF31,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.05533355541292608,0.05533355541292608,true,correct high-confidence,0.9446664445870739,noncoding_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,1041036,not recorded,POLA1,Uncertain significance,Benign/Likely benign,moved_toward_benign,moved_toward_benign,0.3788525788562575,0.3788525788562575,true,low-confidence,0.6211474211437424,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes; Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,1043459,not recorded,RHOBTB2,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_pathogenic,0.9998836057353117,0.9998836057353117,false,wrong high-confidence,0.9998836057353117,canonical_splice_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,1044535,not recorded,HMOX1,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.39652587018794183,0.39652587018794183,true,low-confidence,0.6034741298120582,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,1044595,not recorded,MRE11,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.15755975872919442,0.15755975872919442,true,correct high-confidence,0.8424402412708056,noncoding_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,1047051,not recorded,SEC23B,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.3861638470740861,0.3861638470740861,true,low-confidence,0.613836152925914,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
