model_version,variation_id,vcv_accession,gene,old_classification,actual_later_classification,actual_outcome,predicted_class,pathogenic_probability,score_or_probability,correct,analysis_bucket,confidence,key_features,match_confidence,warning_flags,suspected_error_category,manual_review_status,notes,leakage_audit_status,source
V7,2070916,not recorded,CDC73,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.07874820402632407,0.07874820402632407,true,correct high-confidence,0.9212517959736759,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,2060696,not recorded,IMPDH1,not recorded,not recorded,moved_toward_pathogenic,moved_toward_pathogenic,0.9643707634043326,0.9643707634043326,true,correct high-confidence,0.9643707634043326,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,2596573,not recorded,ZNF292,not recorded,not recorded,moved_toward_benign,moved_toward_pathogenic,0.5940403308783316,0.5940403308783316,false,low-confidence,0.5940403308783316,not recorded,not recorded,,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1503003,not recorded,CARD9,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.007421686531211472,0.007421686531211472,true,correct high-confidence,0.9925783134687886,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1481736,not recorded,STX1B,not recorded,not recorded,moved_toward_pathogenic,moved_toward_pathogenic,0.3311123258420362,0.3311123258420362,true,low-confidence,0.6688876741579638,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1392050,not recorded,CR2,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.08230632895422622,0.08230632895422622,true,correct high-confidence,0.9176936710457738,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,2102981,not recorded,KMT2B,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.08912145587383012,0.08912145587383012,true,correct high-confidence,0.9108785441261699,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1491610,not recorded,SAMD11,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.018936266950290742,0.018936266950290742,true,correct high-confidence,0.9810637330497093,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,2087752,not recorded,ZEB2,not recorded,not recorded,moved_toward_benign,moved_toward_pathogenic,0.3115619900180327,0.3115619900180327,false,low-confidence,0.6884380099819674,not recorded,not recorded,,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,2196156,not recorded,OCRL,not recorded,not recorded,moved_toward_benign,moved_toward_pathogenic,0.32932102317676415,0.32932102317676415,false,low-confidence,0.6706789768232359,not recorded,not recorded,,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1721655,not recorded,SCN8A,not recorded,not recorded,moved_toward_pathogenic,moved_toward_pathogenic,0.3081909997359218,0.3081909997359218,true,low-confidence,0.6918090002640782,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1428611,not recorded,TTN,not recorded,not recorded,moved_toward_pathogenic,moved_toward_pathogenic,0.9562378890557934,0.9562378890557934,true,correct high-confidence,0.9562378890557934,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1985461,not recorded,PRKDC,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.07101477886814697,0.07101477886814697,true,correct high-confidence,0.928985221131853,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1376859,not recorded,SMARCE1,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.08230632895422622,0.08230632895422622,true,correct high-confidence,0.9176936710457738,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1500219,not recorded,HSPG2,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.009443350218480829,0.009443350218480829,true,correct high-confidence,0.9905566497815191,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,2028205,not recorded,RUNX1,not recorded,not recorded,moved_toward_pathogenic,moved_toward_pathogenic,0.9551944722311404,0.9551944722311404,true,correct high-confidence,0.9551944722311404,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,2021590,not recorded,ZSWIM6,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.06397633321481741,0.06397633321481741,true,correct high-confidence,0.9360236667851826,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1991240,not recorded,MAP3K20,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.004222346803906763,0.004222346803906763,true,correct high-confidence,0.9957776531960932,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1399796,not recorded,SGCA,not recorded,not recorded,moved_toward_pathogenic,moved_toward_pathogenic,0.3217166179271983,0.3217166179271983,true,low-confidence,0.6782833820728017,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1428921,not recorded,SETX,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.08230632895422622,0.08230632895422622,true,correct high-confidence,0.9176936710457738,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1486510,not recorded,GRIN2A,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.015175964889338941,0.015175964889338941,true,correct high-confidence,0.9848240351106611,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,2154082,not recorded,SON,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.2159768967229677,0.2159768967229677,true,low-confidence,0.7840231032770323,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1955182,not recorded,ZSWIM6,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.10508126214295055,0.10508126214295055,true,correct high-confidence,0.8949187378570495,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,2413815,not recorded,VPS13C,not recorded,not recorded,moved_toward_pathogenic,moved_toward_pathogenic,0.957212602535569,0.957212602535569,true,correct high-confidence,0.957212602535569,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,2189912,not recorded,CHD8,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.21331152713226584,0.21331152713226584,true,low-confidence,0.7866884728677341,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1482347,not recorded,SLC46A1,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.004330154808975773,0.004330154808975773,true,correct high-confidence,0.9956698451910242,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1407691,not recorded,COL12A1,not recorded,not recorded,moved_toward_benign,moved_toward_pathogenic,0.3217166179271983,0.3217166179271983,false,low-confidence,0.6782833820728017,not recorded,not recorded,,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1441181,not recorded,NUP62,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.010553374600922375,0.010553374600922375,true,correct high-confidence,0.9894466253990776,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1429209,not recorded,ABCA4,not recorded,not recorded,moved_toward_pathogenic,moved_toward_benign,0.14216636729706705,0.14216636729706705,false,wrong high-confidence,0.857833632702933,not recorded,not recorded,,model over-predicted benign,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,2095451,not recorded,LTBP4,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.005088109102223237,0.005088109102223237,true,correct high-confidence,0.9949118908977768,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1425121,not recorded,SOS2,not recorded,not recorded,moved_toward_benign,moved_toward_pathogenic,0.3217166179271983,0.3217166179271983,false,low-confidence,0.6782833820728017,not recorded,not recorded,,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1423012,not recorded,RAI1,not recorded,not recorded,moved_toward_benign,moved_toward_pathogenic,0.3678398013925165,0.3678398013925165,false,low-confidence,0.6321601986074835,not recorded,not recorded,,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1377233,not recorded,DDX3X,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.08912145587383012,0.08912145587383012,true,correct high-confidence,0.9108785441261699,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,2071928,not recorded,IL18BP,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.004156385018889586,0.004156385018889586,true,correct high-confidence,0.9958436149811104,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1476781,not recorded,HRAS,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.07488397593894369,0.07488397593894369,true,correct high-confidence,0.9251160240610563,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1481806,not recorded,SQSTM1,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.007421686531211472,0.007421686531211472,true,correct high-confidence,0.9925783134687886,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1390511,not recorded,COL6A2,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.008528693801585625,0.008528693801585625,true,correct high-confidence,0.9914713061984144,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1363471,not recorded,COL13A1,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.1058189890316926,0.1058189890316926,true,correct high-confidence,0.8941810109683074,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,2160690,not recorded,SPECC1L,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.10508126214295055,0.10508126214295055,true,correct high-confidence,0.8949187378570495,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1502384,not recorded,POMT2,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.07488397593894369,0.07488397593894369,true,correct high-confidence,0.9251160240610563,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,2121310,not recorded,KCNQ5,not recorded,not recorded,moved_toward_pathogenic,moved_toward_pathogenic,0.962311412748623,0.962311412748623,true,correct high-confidence,0.962311412748623,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1391984,not recorded,IRF2BP2,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.1007402875872402,0.1007402875872402,true,correct high-confidence,0.8992597124127598,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1408652,not recorded,RELN,not recorded,not recorded,moved_toward_benign,moved_toward_pathogenic,0.3424203378326788,0.3424203378326788,false,low-confidence,0.6575796621673212,not recorded,not recorded,,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,2021462,not recorded,PUS3,not recorded,not recorded,moved_toward_pathogenic,moved_toward_pathogenic,0.957212602535569,0.957212602535569,true,correct high-confidence,0.957212602535569,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,2182471,not recorded,INPPL1,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.005088109102223237,0.005088109102223237,true,correct high-confidence,0.9949118908977768,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1478978,not recorded,CRX,not recorded,not recorded,moved_toward_pathogenic,moved_toward_pathogenic,0.9635728212799093,0.9635728212799093,true,correct high-confidence,0.9635728212799093,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1404760,not recorded,MED25,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.091192591508629,0.091192591508629,true,correct high-confidence,0.908807408491371,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,2014678,not recorded,CRX,not recorded,not recorded,moved_toward_pathogenic,moved_toward_pathogenic,0.4385205022425045,0.4385205022425045,true,low-confidence,0.5614794977574955,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1449549,not recorded,AKT2,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.23018714521261868,0.23018714521261868,true,low-confidence,0.7698128547873813,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,2111652,not recorded,OPLAH,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.0738874206553234,0.0738874206553234,true,correct high-confidence,0.9261125793446766,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1966265,not recorded,PLCG2,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.015849397473589898,0.015849397473589898,true,correct high-confidence,0.9841506025264101,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1513495,not recorded,POLE,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.07816264066690273,0.07816264066690273,true,correct high-confidence,0.9218373593330973,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1352556,not recorded,IMPG1,not recorded,not recorded,moved_toward_pathogenic,moved_toward_pathogenic,0.9577417625359754,0.9577417625359754,true,correct high-confidence,0.9577417625359754,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1365965,not recorded,EHMT1,not recorded,not recorded,moved_toward_benign,moved_toward_pathogenic,0.34449406758118695,0.34449406758118695,false,low-confidence,0.655505932418813,not recorded,not recorded,,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1739761,not recorded,PMS2,not recorded,not recorded,moved_toward_benign,moved_toward_pathogenic,0.318255641920412,0.318255641920412,false,low-confidence,0.681744358079588,not recorded,not recorded,,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1944692,not recorded,ADGRV1,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.22029526050553136,0.22029526050553136,true,low-confidence,0.7797047394944686,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1965449,not recorded,MFAP5,not recorded,not recorded,moved_toward_pathogenic,moved_toward_pathogenic,0.9347006031680689,0.9347006031680689,true,correct high-confidence,0.9347006031680689,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1385442,not recorded,NEB,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.0738874206553234,0.0738874206553234,true,correct high-confidence,0.9261125793446766,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,2164785,not recorded,DMD,not recorded,not recorded,moved_toward_benign,moved_toward_pathogenic,0.3076211661679912,0.3076211661679912,false,low-confidence,0.6923788338320088,not recorded,not recorded,,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1976237,not recorded,IMPG1,not recorded,not recorded,moved_toward_pathogenic,moved_toward_pathogenic,0.9561634714056338,0.9561634714056338,true,correct high-confidence,0.9561634714056338,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1721755,not recorded,SCN1A,not recorded,not recorded,moved_toward_pathogenic,moved_toward_benign,0.19629403148253977,0.19629403148253977,false,wrong high-confidence,0.8037059685174602,not recorded,not recorded,,model over-predicted benign,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1355293,not recorded,EIF2B4,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.10135667041595701,0.10135667041595701,true,correct high-confidence,0.898643329584043,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1957354,not recorded,COL10A1,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.21129272709848507,0.21129272709848507,true,low-confidence,0.788707272901515,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1445919,not recorded,RAI1,not recorded,not recorded,moved_toward_benign,moved_toward_pathogenic,0.3844555055711162,0.3844555055711162,false,low-confidence,0.6155444944288838,not recorded,not recorded,,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1396395,not recorded,RAI1,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.008530672284574936,0.008530672284574936,true,correct high-confidence,0.9914693277154251,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1373070,not recorded,TAOK2,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.11829649156874039,0.11829649156874039,true,correct high-confidence,0.8817035084312597,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,2059565,not recorded,SCN10A,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.07075931400820337,0.07075931400820337,true,correct high-confidence,0.9292406859917967,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,2413359,not recorded,PIK3AP1,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.015849397473589898,0.015849397473589898,true,correct high-confidence,0.9841506025264101,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1738940,not recorded,ATM,not recorded,not recorded,moved_toward_pathogenic,moved_toward_benign,0.07075931400820337,0.07075931400820337,false,wrong high-confidence,0.9292406859917967,not recorded,not recorded,,model over-predicted benign,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,2051862,not recorded,YWHAG,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.0212091537121144,0.0212091537121144,true,correct high-confidence,0.9787908462878856,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1945231,not recorded,MAP3K20,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.004222346803906763,0.004222346803906763,true,correct high-confidence,0.9957776531960932,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1490593,not recorded,SOS1,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.091192591508629,0.091192591508629,true,correct high-confidence,0.908807408491371,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,2128291,not recorded,TTN,not recorded,not recorded,moved_toward_pathogenic,moved_toward_pathogenic,0.9536284559524433,0.9536284559524433,true,correct high-confidence,0.9536284559524433,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1354102,not recorded,VHL,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.07075931400820337,0.07075931400820337,true,correct high-confidence,0.9292406859917967,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1972628,not recorded,TTN,not recorded,not recorded,moved_toward_pathogenic,moved_toward_pathogenic,0.9536284559524433,0.9536284559524433,true,correct high-confidence,0.9536284559524433,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,2574971,not recorded,TCF4,not recorded,not recorded,moved_toward_benign,moved_toward_pathogenic,0.4787403787705892,0.4787403787705892,false,low-confidence,0.5212596212294107,not recorded,not recorded,,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,2041441,not recorded,KAT6A,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.02565548406742966,0.02565548406742966,true,correct high-confidence,0.9743445159325703,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,2179770,not recorded,MICAL1,not recorded,not recorded,moved_toward_pathogenic,moved_toward_benign,0.10508126214295055,0.10508126214295055,false,wrong high-confidence,0.8949187378570495,not recorded,not recorded,,model over-predicted benign,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,2090423,not recorded,RELN,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.017005332593008418,0.017005332593008418,true,correct high-confidence,0.9829946674069916,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1348510,not recorded,SLC6A5,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.091192591508629,0.091192591508629,true,correct high-confidence,0.908807408491371,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1354992,not recorded,SURF1,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.08230632895422622,0.08230632895422622,true,correct high-confidence,0.9176936710457738,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1476948,not recorded,POLA1,not recorded,not recorded,moved_toward_benign,moved_toward_pathogenic,0.37629227949046273,0.37629227949046273,false,low-confidence,0.6237077205095373,not recorded,not recorded,,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1970719,not recorded,LAMC3,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.005088109102223237,0.005088109102223237,true,correct high-confidence,0.9949118908977768,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1408785,not recorded,VCAN,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.010553374600922375,0.010553374600922375,true,correct high-confidence,0.9894466253990776,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1516764,not recorded,DYNC1H1,not recorded,not recorded,moved_toward_benign,moved_toward_pathogenic,0.34449406758118695,0.34449406758118695,false,low-confidence,0.655505932418813,not recorded,not recorded,,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1513746,not recorded,KCNC1,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.08638216928799206,0.08638216928799206,true,correct high-confidence,0.913617830712008,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1430339,not recorded,COL1A1,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.00847833138855774,0.00847833138855774,true,correct high-confidence,0.9915216686114423,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1346158,not recorded,COL11A1,not recorded,not recorded,moved_toward_benign,moved_toward_pathogenic,0.3844555055711162,0.3844555055711162,false,low-confidence,0.6155444944288838,not recorded,not recorded,,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1738938,not recorded,SMARCA4,not recorded,not recorded,moved_toward_benign,moved_toward_pathogenic,0.34449406758118695,0.34449406758118695,false,low-confidence,0.655505932418813,not recorded,not recorded,,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,2434178,not recorded,NEB,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.13370599904927863,0.13370599904927863,true,correct high-confidence,0.8662940009507214,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1378581,not recorded,DPAGT1,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.007421686531211472,0.007421686531211472,true,correct high-confidence,0.9925783134687886,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1979803,not recorded,USH2A,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.05834355969926427,0.05834355969926427,true,correct high-confidence,0.9416564403007357,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,2102748,not recorded,BRCA2,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.0738874206553234,0.0738874206553234,true,correct high-confidence,0.9261125793446766,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1376137,not recorded,OTOGL,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.11692038309912584,0.11692038309912584,true,correct high-confidence,0.8830796169008741,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1378678,not recorded,TBX20,not recorded,not recorded,moved_toward_pathogenic,moved_toward_pathogenic,0.9741226057593085,0.9741226057593085,true,correct high-confidence,0.9741226057593085,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1500961,not recorded,FN1,not recorded,not recorded,moved_toward_benign,moved_toward_pathogenic,0.4006513015550138,0.4006513015550138,false,low-confidence,0.5993486984449863,not recorded,not recorded,,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V7,1776335,not recorded,SUFU,not recorded,not recorded,moved_toward_benign,moved_toward_benign,0.2694509795145266,0.2694509795145266,true,low-confidence,0.7305490204854734,not recorded,not recorded,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
