variation_id,component_hash,outer_fold
1360281,7da5985efa2855e34744f4a34dc01b46b0d5723b7888b3095d21c46d8f6c2dc7,0
1360441,bbdf6cbb305510f7a24871d2c1137ed9df85e1a654571b221c8843c1243dcd8f,2
1360465,17ce5ab310550e5bad62ef6e83bc9e9828fcb9765eefb70dbaddaf6fb341e598,4
1361293,e235894692b885aee30fa91e932042e540bc094e808657ec451b887687046476,2
1361480,5e82ebd126e11a263f9d21c9beaeeae763a6b4ce431cfc35fa60a1865ded0381,0
1362185,ec046e65189b82d6f9b84cf9e6723eee87f8b28c37d3486767386f71a8e1556e,0
1362737,a9322a1fd319d446c11490ec70867c3122ea883c076047392866cb51d98d8301,2
1363175,80d2208a4e7f11d134cb221b97570e9bf2cada36c8b074c10b3561f626b98ba6,3
1363920,06bf65c963d93e594bc08e0c6b82fe8ee7b5e1f16e326e7b340c5850d787826e,0
1364406,b88f97bc03ee41c03b2de8a131a0a6571adc534f7852494c969eac20812681e9,1
1364669,26be345c7af2fc8b08f966a4193e22673e989054afb11b70a0bb2d8074d2fad6,2
1364710,47fb4c823ca78ba6f6694f2baed2daf57eca5dc8569a38f1597805ab6a478a25,3
1365048,bd006b42bb31cb6dc9663fefe9cd340819340e395704bbed6e0e800baf5697af,1
1365050,8478873613cf6e0fc2e759e161bc7f44ce70e68d23df0caaa589ddb97d33d7f5,4
1365402,9677c662df15379be632a9ab7c6675c50593bb68a11007ea420dc5335a88aeb7,1
1365557,dd9bf4b9cee8677d8f111081320972359d5a6dea3e757e78ce2ae6cfd98baf02,3
1365832,f0d656b3e87dffae49c8a9ed05abde099df9221c8f52a4d266a3722b5eafa883,1
1366043,26144d54d9619fa86962dd08f8ce978e2b293eaab9b07e008daad88a13969926,3
1366179,3df1fe359493bf3d4c6025276848dad5eb71051196dc65e0e1e9a3f82b0792c5,0
1366858,29ce51a1d45af69928eaef01af324351ecefbfacce4fcf3dd6332c37f7f529fe,3
1367200,295eed6c09aa96db6d0ec977540f382a650a7499f82aaca453419b979d387171,4
1367461,1c529e263244f701049412377bbfe10dbad91c0b14969e1bc61f4ffb76e5f64e,3
1369670,260d75337dd0e97e74346eafdada930864c13e2918838ac6daf859a35d862885,2
1369795,f5795a7919fb7880ef6ee1dd571078049a2a51528bf8cc9a1ae76d08c8c31c9f,3
1370410,c6750b613407d67c845d796a86c12f47603aedba65299f05b42f8c6ba36ae55a,2
1370469,00cc8560a68ee035aef095fccecef9827f37deb7801b0e97265ced1063215f19,1
1370663,45b24879b7b3e3f159bf05ddc355739b04db544d15ff3abc7f273f54987d7772,1
1370816,a3c5f74c95c806a900ab04594fab98eaeabcc759b7e0f23d45d799ce916cd7fe,2
1371463,838384c16ef32cfdfcfaf617a79ae95d69bcd45f9767e80fd1492a30991a36b7,1
1371593,f35aa971009f8af16f69843f6cca78847138191b1946f71d5b8a39cdf0c6127f,0
1372351,ece999bf2736303885da0757b1b8b7d8f2d6ead848df0e2b301e6a0eb086f5fa,1
1372461,3e68404a1b5b0ab7d529b65d9b2035ef9a4db19c5a62e028393c8a4f8dab504c,2
1372480,8478873613cf6e0fc2e759e161bc7f44ce70e68d23df0caaa589ddb97d33d7f5,4
1372659,26be345c7af2fc8b08f966a4193e22673e989054afb11b70a0bb2d8074d2fad6,2
1373750,889f8d1ee091d130a3a72c8694e925a1932e2500ba64b25374a863da688f8d28,1
1374528,60bd57c6e4bb7412b02e6ba9333f6707a9c54eea1fb5c0ae50e864f6eb831eda,4
1374793,99cc55b5efad90dd99f3450c9186c079d12643ada1ccf378f5915c139d95e366,3
1375379,d28fef7b4cb3be181cfb074879763ee7b13c08c3899244bead43030ff2fa2c12,3
1376024,c55f8f24a1d984d8b602038c86655fc75c26d2cdb11659eb3af2f012541a9726,0
1376825,8c05499da995e4c6cff5f375e83c351ae98a1cf0a2d8477f19f8e6b6c690d041,3
1377327,a2ef6f4b194a85d740eaa6b6249db10685a69d6274b70333903524de4a8010b0,0
1377473,8f476966912d051dae8d39e70c316c0d44da62eb856fa514a0aa521d11a359b3,3
1377514,219167d4add956eab917f44ebd788bf7ba544b6c41ac9b9850b4194634ccfc33,3
1378408,7b172cf1ca3270fa2de6c43b4df2f88c2cecd64888e91c9d429d72f86feae5dc,2
1378529,c6fa6b1892905a0a51d350d87ce7c79e814a7eb9a210028ba7f428b4fbf795bd,2
1378717,f656d0513b52b92852888dc0743e1014304149a3523c74e4fd9b8ec8b2095208,0
1378882,e235894692b885aee30fa91e932042e540bc094e808657ec451b887687046476,2
1379064,34e124ee84093201cacea25801d775578f29269980b1baa6173c08b99ea28c2c,4
1379185,f656d0513b52b92852888dc0743e1014304149a3523c74e4fd9b8ec8b2095208,0
1379781,3322edd076db77e1733ea72abacfba25f7cf310fd215a50421a2328dbf4639a3,0
1379827,833210fd9774f6b55f3dbcbcccda04960ecc622054dd60bbc403fb380571f581,2
1380167,abd305c041a982d6795846bee42f5238e02351ed3e7f9ff5151d1f470cd4f081,3
1381119,d195f7407231df7fadc0198acaaacc3cfd2a3b391103aacc59b947b707c352da,3
1381949,9ddd37faa3f947ceeb457a6dca33ac826aa0435530026c492272de9a526d6938,1
1382246,c3807d3e800fe2ec9070725f2b0df384ff01e021400c93b6700922b1e7d5f4c4,2
1382950,05db573d614e577e9a96c90c39aa57f6446a625336142ad33dc7686434538237,1
1384019,1025f2d1e3a5a84a70f8836cc7277999177ea7eb9ae0a18b5d37b624b31c5bd2,3
1384190,64e70227660fea274a85870ad8106a80618886197bc210e85fed73a292f59afb,1
1384223,06bf65c963d93e594bc08e0c6b82fe8ee7b5e1f16e326e7b340c5850d787826e,0
1385469,91ddf9f7ce766f55b31db10570e127b6331ea20a2e0d67c0540903376c53912b,3
1385480,8e33340e58ab2fc991ec45c064d9518de1daecc0598a443910f24a3dbbdffcae,0
1385711,816c07ec45b72f5c630b8d127633952035e863f714a8692818e316cc80972ac0,2
1387085,d4c8997e91d1f571e0ff6ad7d039b19adf05994168adf4edf8c56cee70420a40,0
1387135,c715699489c85767822e8523b7649c012de8a3b3028e19984dde230baee8a16a,3
1387395,2b6bf887f33c7d8dd7f87c345d5ce082f32914d36281f65e5697da0c63ccaadf,3
1388087,1b08944dbbc27fc316c2d9743a9709917bf9e969e31059087f007c3d048e7a4b,2
1388200,2cf03e725a758b7ab4ac4f0b6d158d59894448171d4b2390e2692d9f7fb19497,4
1389538,6b8768d597031035167f9f180014fd9163a78f05aa18a90ecc136e394b241b80,4
1391123,16a8cb0da9371211d90e5f62ba10c5440e2f00a8a99f9c2c22347002f9648cd7,4
1391231,c6750b613407d67c845d796a86c12f47603aedba65299f05b42f8c6ba36ae55a,2
1391370,3e37ce83084f70c657c11c51958205cad70f5daa5cd9db0fdbf53c62b78ab11a,0
1391817,baa5dc2d3f640d88a2a30fa4ca1560d88e4837f5783984ba76b4fc0fbcbf5877,4
1392447,d28fef7b4cb3be181cfb074879763ee7b13c08c3899244bead43030ff2fa2c12,3
1393255,0e827a8a7a12a7c5afd02a31d127eb7497f98aa9415ebf0c2e7b8dde12b784c7,0
1394198,44dac912eafb122038fe118edfa8eb8c8a8b8de3c8f1bd254b6b4e7473cb6406,4
1394379,b2b766c5231c996a4a6a3a64b3089af67cf82a813cd717ad919477b0ff456b34,4
1394415,3f1003fd8f08df3647101e68092653a51f5a365a1fbb7e2fdba64fad35432c2a,0
1394974,8d739e82fe045a4198e1cff1ecc935ace9a638a57151e79b37e0abc617f85282,4
1395371,970cf3a9fd721f63cf5b01342f158659e250878d264a4e821c8d3a9662d0357c,4
1396222,295eed6c09aa96db6d0ec977540f382a650a7499f82aaca453419b979d387171,4
1396634,44f53dc89b86f314e1710106c1df9090d107d4cc8d41a27d8bbe8623bfcc4b1d,2
1396667,b0989d23c9dd96927641f30eb257c44367f725d3c45c88fd6673a591e1f894ea,1
1397087,93c82c161fb1b5ff65ebcf0adc1c6fa639cbb298bf844b2ee9f81ac20476d30b,4
1397917,b61330780101a3e534e4ccecf1d695e4dc2135c9693740b7efe6b787c721ee2b,3
1397927,6ce483da4494f7683e5d7c34b4319c570f412dcd172f1b785d7735ccb1ef5639,4
1397948,bff24edd3f063d91c46eb46b509db10f4ed4a50ff0bb14f8e2b4ec92a86b9d88,0
1398052,b0b8b32a03727c538d6261c9230f5fe8b3a6238bf21ab1d33ab37be3311789c0,3
1398380,3a606ce3e961c6249f4f7dcb21b6932ec99bb260c8f5b7486656969f51224f1f,3
1398773,5c530fb55057bfcabc3fece0f9d3e682bcf46c579053252e38a70ee0e349663f,3
1399283,f167717fb2ed36e774225dd5b609cd208e028ba12cfc08946de444227e4e80d2,3
1399299,8f990f3b4187ddc40037674a148383955beeb6a38d9e3905fbefbce74edfb344,0
1400051,cf5c44741a46cb5caec214aa188f979df235bba3d7053d13987861f377e5306f,0
1400064,1b08944dbbc27fc316c2d9743a9709917bf9e969e31059087f007c3d048e7a4b,2
1400186,c072b1f43ef71e93e4e43170bcc99b3624982886af28cb4e370fbbcd63ccec8e,2
1400493,f656d0513b52b92852888dc0743e1014304149a3523c74e4fd9b8ec8b2095208,0
1400819,96ae66e5de51bc1015b7e125724e5088db1b1e82a92729bd6512e0c45cc1377d,4
1400896,85cbc08f7c168909eb35139cf5a9f650325a448ec4c819434a31b82f09cfeecb,0
1401251,5553c0ef1e0c8439008bacb2a93f26d64f39c9cb721361139b211cbf8d980c31,0
1401295,f656d0513b52b92852888dc0743e1014304149a3523c74e4fd9b8ec8b2095208,0
1402973,c074a29d2e7d42f44d8c4990a2e87d3808b6e363070d5142d5e0ec7b4aee7b5f,4
1403780,3d6d2f041c23b33f8e32fd026da6021f5352134b3b35a8f77a31f55c125e32b5,4
1403789,c7698580533a220dffb6a82f47a3594b99b63128559074df525f3d812484e297,4
1404861,e8b4bc344337315924d6ec163f4fdbe04823223ae9cad2742a9f0c05337fa1af,1
1405230,f53cc297a0486afb4b9015062984ba4ac59c3e7ec997ac555a9aa4ac26544898,3
1406229,11d22da33f509e13de5ed994b04bb97e8b93d3887a0e7fce5241b06e6b720723,1
1406837,b731a6472f90125fc315e7f455c4d69c3731c06457eef8cdfdba0691a8943bd7,2
1406878,bff24edd3f063d91c46eb46b509db10f4ed4a50ff0bb14f8e2b4ec92a86b9d88,0
1406923,ea8d6fe93610ae8edc45db4615a7a1321be7566b8350b1426dabb0c9b40b3cb1,1
1407147,0293dccfbde7731f360043ce864e207930c60c064622c523ae8a451b9e305101,4
1407794,d4a7c54fefb03b7e05a6badcf216a264e410f90b973254bf5448128438a21264,3
1409094,3b37edd4103a2465abd80c43e7da4b1b54ca5c3bd04835543ea2fe190ebef357,0
1409760,48bfbc47fa45f1a85421d80afbac405013c064a2a68c5005720e06759e830aad,0
1410194,bf019b6322822fd4a664300f27e999839904b47ce77411d398e533ad9a8121c7,2
1410260,f656d0513b52b92852888dc0743e1014304149a3523c74e4fd9b8ec8b2095208,0
1410603,96ae66e5de51bc1015b7e125724e5088db1b1e82a92729bd6512e0c45cc1377d,4
1410725,c8339ed2b283623129d85c18ba81375c54f227b3ec063ebe193c0e456e12840b,1
1410991,7da5985efa2855e34744f4a34dc01b46b0d5723b7888b3095d21c46d8f6c2dc7,0
1411843,e9a37592be6e6588d2a66939fb4d14602051631f91d82184103af7da866ca3c1,3
1411967,27ff3754632a1ac5887a9164a868a6e2cb9e334b7be3b632a896a6ea374edc19,0
1411978,a47f690da42da041cf6f2162c736d42cf74e62fc87dbd420882384fff3782dd9,4
1412108,5fcbf31e4d20889b16355fc046eb8ff52cb5c475184eff1a314e5c83bb3aeaa1,4
1412623,15a2749a64d99f5748963f78fd9ecc164669fd0827a61dc31ab1d0a34d627267,3
1412696,4342da67c1fea113d747242df7008683b36f42c9ba4f2b18e4b04beb29df8b71,2
1413167,db5f1a085a445a011e36f2e5014265ae744db959b05c5097464d6982589f26f4,4
1414256,26144d54d9619fa86962dd08f8ce978e2b293eaab9b07e008daad88a13969926,3
1414385,9f604ba7f5da7daa4a751bffc0491f2e388fe42113de825bcd3fdbb2fde71141,2
1414673,3d6d2f041c23b33f8e32fd026da6021f5352134b3b35a8f77a31f55c125e32b5,4
1415234,e13d97e49683f04c8f19a946531e539610293fc0c0b0bd38beab1b0b8fd6e752,0
1415592,5e82ebd126e11a263f9d21c9beaeeae763a6b4ce431cfc35fa60a1865ded0381,0
1415664,772fdd1bfc7b2a2e5472d4331fb106860c4eba45da6a7e972fafaa6fc09f1a5d,1
1416596,5e82ebd126e11a263f9d21c9beaeeae763a6b4ce431cfc35fa60a1865ded0381,0
1416682,3ce96a243ebbd8a05e61fa087cb25e1f88a93f58bc76b4f81d24afa6b68f9ae1,4
1416741,4b2df152db7fee6a0df1bce90065c35dcb95596dbc7920751ea1143dde8f0acf,3
1417457,2963ccbaf5d3d660d3654064eff5091d5c8748e83e65084ad263e66e8ae2a1ad,4
1418602,f9ccd3285d81cdb3f20962456ecadaaaa6063d51ecff1d0018351d3dc8a80aff,3
1418950,92434f40d9a3180cf76c12fddfa84e756d66b0954702d8daaffe2bf6a3adc787,2
1419503,894257b15c046dc65499fc6c12cb666b5ed477335732d63828ab510c03ae36a7,2
1419535,4c409fc27b86b12ef64e876ea8934dfeadc9eb1b5c0547d3648678b40df01beb,0
1420260,40abbd5964bd2e2219307a48b903ab4cf2c90e83e49a336c82924ac948122b53,2
1421371,c3807d3e800fe2ec9070725f2b0df384ff01e021400c93b6700922b1e7d5f4c4,2
1421416,b300343be7939fe54d71419d21d0853fe8ab7335adb5a6cf9e1d740e26539391,4
1421678,232b414e56b9a698112bfdbef3f6c3f84377880d11250783a2275f50f8c38bcd,2
1421848,6232e5fcc12d84191c43c79b9304b25a8aa42789aecf4e9cdc0fb379e95aadba,1
1422421,e235894692b885aee30fa91e932042e540bc094e808657ec451b887687046476,2
1422782,0b2f66c94be56d1740fe3442e470e0885eaa7b38c4eb9cbcc4c75ad1d3f9fb47,3
1422954,6ce9d09feb37535741f38300f6219c0e869b129508a36dfc57b9314c556c9d1c,0
1423291,5c530fb55057bfcabc3fece0f9d3e682bcf46c579053252e38a70ee0e349663f,3
1423707,3ff4109ef69ef8d03466da375339497d759093a851e00d89925854bc7bcef09d,4
1423938,2bb61eda2a0d0a17a186158bc165c48dd516b19e030841b8d68cf88d72267625,4
1424022,f9ccd3285d81cdb3f20962456ecadaaaa6063d51ecff1d0018351d3dc8a80aff,3
1424085,312d9cc32c0bc8c105f482782210b6eddf98ba466486e9c4f705ef70c13e2713,0
1424331,d9a6130b5aeb9e9112f68e0ab5d3c12d7b8167f23597e61c5f9dcf3af06c9b05,2
1424566,f29ad1d7ecb015bade5734303c4eaa409d3648ae38c1f12ba3526e27947b5b5e,3
1425906,b2c48022f83bafa76feb835a87049b428cec6340646dd277d86b6fb47d5baa94,3
1426698,e225b3ef9d6d7253b80f2700ba0de24a3bf0241527bbda75027cd4e05e485bf0,1
1426775,edd504edd7d2034cbce2d5a7770ee89e0d509b56aa9f0a2fd5d39b567f9036bf,2
1426789,9c6d70211eebad466d288d8152f31c6a3f9336843b8eea4318eca7b8ebf54a8f,3
1426880,4b2df152db7fee6a0df1bce90065c35dcb95596dbc7920751ea1143dde8f0acf,3
1428715,c7698580533a220dffb6a82f47a3594b99b63128559074df525f3d812484e297,4
1429238,fcd2ab23bbfac0902bba74ee8eaefcbb9185debb727229cf774bfd7c44a0bcc0,4
1429476,2963ccbaf5d3d660d3654064eff5091d5c8748e83e65084ad263e66e8ae2a1ad,4
1429658,e9c37968c9def264dac99d0d162378ce7ff7fa0e9cb4f8d9a4f61f83aaa80ba6,2
1430047,3ff4109ef69ef8d03466da375339497d759093a851e00d89925854bc7bcef09d,4
1430101,d728a29f11504d47177100d858f13d839659fb59947c957e421856360e1ad714,1
1430775,ee490ade39fc33b319182e9e8fcc980e9712bbfc58cf6d9e44094a54e8a29819,0
1431339,460ee380a73f20441faf7b93c4629ae9fcf428a87a06a0d77917cddff4b0efd1,3
1432429,479d7b6fae99817e846a7c180c2b55e0f7ed85e3e4505895902c4a04ba5bb6dc,1
1433803,b0989d23c9dd96927641f30eb257c44367f725d3c45c88fd6673a591e1f894ea,1
1434811,8e33340e58ab2fc991ec45c064d9518de1daecc0598a443910f24a3dbbdffcae,0
1434976,a708719de768e7ebc86fc365b3520d764fbf67f4bfbbbfa4a5e45253a30648bd,1
1435182,76cebef133ef4432e656899ee466e0b05f2f6ee431f6a625b4cfd734cf8aec3c,2
1435185,1025f2d1e3a5a84a70f8836cc7277999177ea7eb9ae0a18b5d37b624b31c5bd2,3
1435463,772fdd1bfc7b2a2e5472d4331fb106860c4eba45da6a7e972fafaa6fc09f1a5d,1
1435501,00cc8560a68ee035aef095fccecef9827f37deb7801b0e97265ced1063215f19,1
1436119,56d2ecd61775d329aef96534af3b1cf51f93f96469a4d0bc0f3f8c9633764cf6,3
1437292,27ff3754632a1ac5887a9164a868a6e2cb9e334b7be3b632a896a6ea374edc19,0
1439154,657ef54b7141b2b301bbc6fac84b57b2db7a58ef49e4e65bf50a9a120e561e0b,3
1439204,2b60f22b78a681683b56cc7bf59154f16797dd65fcfcbc517f23885e2680d03c,1
1439221,64e70227660fea274a85870ad8106a80618886197bc210e85fed73a292f59afb,1
1440322,f545f5a01189138e1e607eca35434c232ef24209f00a8347d72e8a75e1bb2914,0
1440417,c7698580533a220dffb6a82f47a3594b99b63128559074df525f3d812484e297,4
1441123,1d3e02ae16ee3dcab1d5dfd006a06673774cafbf2f9ed6d056585ea8866fb2f6,2
1441176,13c51c40afc54476d48070cab382e50bc330576cd548549d569649784edfcb76,0
1442648,56c1fb46edde606cbd04486d6242625e4c26a4a29d89795ff84baef986e2bd02,3
1443140,8e33340e58ab2fc991ec45c064d9518de1daecc0598a443910f24a3dbbdffcae,0
1443577,b2b766c5231c996a4a6a3a64b3089af67cf82a813cd717ad919477b0ff456b34,4
1444125,f656d0513b52b92852888dc0743e1014304149a3523c74e4fd9b8ec8b2095208,0
1444187,1e42552b65672178741cc2460269aba9f6d80540ce65b4d1567ad76e9c881fac,1
1444444,ec1daac1072790f023adf9f00162570b5ba448171e57456bb01a4ed4c5942ac4,0
1444570,26144d54d9619fa86962dd08f8ce978e2b293eaab9b07e008daad88a13969926,3
1444686,96273056ec6284b5299c866850db39b8174a7737ebe426da17ae2376f9e8b2e3,2
1444757,f656d0513b52b92852888dc0743e1014304149a3523c74e4fd9b8ec8b2095208,0
1445058,506fc8a729e30632de3283726e5a8d8b9aeb453e13e267265c75b893c74c765b,2
1445694,abd305c041a982d6795846bee42f5238e02351ed3e7f9ff5151d1f470cd4f081,3
1446036,8f1c98e97d3daf9ee9364b91baa1876de7711dee5a7d6c17ae7cc1be634629cd,0
1446180,d96d56e33aba84bfac6ece3f1cd31d056a98e3e53cae8d91eaae368bb5d7c176,4
1447025,14d199a03baa5a7b45de4019f285b9ee15d1fed332c7ae79ff1d2cca7085403e,4
1447591,abd305c041a982d6795846bee42f5238e02351ed3e7f9ff5151d1f470cd4f081,3
1448944,7da5985efa2855e34744f4a34dc01b46b0d5723b7888b3095d21c46d8f6c2dc7,0
1449121,5e82ebd126e11a263f9d21c9beaeeae763a6b4ce431cfc35fa60a1865ded0381,0
1449141,8d739e82fe045a4198e1cff1ecc935ace9a638a57151e79b37e0abc617f85282,4
1449752,15ff9c426183800ae857adc866d424d8168f22daafe1cca23e5270ba8cb9e8a5,0
1449862,9c6d70211eebad466d288d8152f31c6a3f9336843b8eea4318eca7b8ebf54a8f,3
1449976,3dc43e86e5ca89fa2237473bede66fe94c7719ca16144581bc1f45260cda9346,3
1450300,8d1609064c8af0bce88fd64b94b64422fd11c64df0320b90056350ba8f6efa4a,2
1450515,e3853b5796e166bff6ed0e64ff44dfe6b4a803cbe64a8f97e5efb516044fd8ba,4
1450684,8f3861789a621e7d4a46e8c803b5306522decd2628c22b4a19721f319ccdea63,3
1450785,15e8e4bf527e2da3d90336e2b9c164ef0c18c76ebdc434c4cd8bcd36d2c008ea,2
1451010,239e35012c9f105dbeb791b817c1843fc996c4fecf36b97c0c0b6cda5c34d99c,1
1461071,d4ea147ed105b2c5d18299ed99e7464b22b30d0c2460b4d1bafd63f3f293fa48,0
1461149,31f7fbaf70620d477f5d9d29ca857a4c67c03c776c2ce6709a204901085d2e2d,1
1461224,d7fa901d3f2acc0e854b246ac48322dd781e279acc0770f18b75d18ded38946c,4
1461350,295eed6c09aa96db6d0ec977540f382a650a7499f82aaca453419b979d387171,4
1461382,53e5803f1b646cbc814f99c6fe286a85caa05bcc30fa91483f621c4c2e4b6680,4
1461637,55b775ac211aaecd37015035c179c4dfa7992273c56af251ddd4bc7ea1fb7f23,2
1463023,e235894692b885aee30fa91e932042e540bc094e808657ec451b887687046476,2
1463255,86b8ebc8e8a202024c963d90b27ec2bf074e898f66c5571fb7b783c2fbbc3fb9,3
1463811,91f2db7dc9fbdcda30fd659383e79c881dd42348d36c47800a7fc19a746b6d27,3
1463842,609cfe3a086fd63a9cc905885a43249a436a1a78068d9ae2fb403f92a8f492fc,2
1464219,2b60f22b78a681683b56cc7bf59154f16797dd65fcfcbc517f23885e2680d03c,1
1464907,e3f514fd82a0db2deca2165bd8d5a956fbbe9b698d77644b29deb185409f7853,3
1465577,1d62d2d0b6389e0a27e1527d65653915a1bc69dcaae9c87b015b559c892e71b0,2
1465585,d8c3aef83c97236b0fa840f740bba0c68d710feccacd62bbeead495169440600,3
1466496,a9474407259a456350889d0ff5fed5891f7eb98a002a72ab2c277c0aeab44923,0
1467956,d0a60d14dfe244f081cac2593f2c1fc83f570822bc8d2dcb7ee5835e312ceef6,3
1468243,f29ad1d7ecb015bade5734303c4eaa409d3648ae38c1f12ba3526e27947b5b5e,3
1468277,9f604ba7f5da7daa4a751bffc0491f2e388fe42113de825bcd3fdbb2fde71141,2
1468856,d28fef7b4cb3be181cfb074879763ee7b13c08c3899244bead43030ff2fa2c12,3
1469415,e99e8b429123d31069974850ebc54fb0b8cdc33043c78293bd45ddf70cc7d7b9,1
1469777,89d205e6cd71cff3c0118e846bf2a4854d898c957147f7c65e6f6844974d805a,3
1470211,8d05018cf1e3a37505e6905b05c65eed279346068e6a2ec2eee1b671a7610155,1
1470537,cc7e8ae0450f732930a36b5bdd731598bfc44da3d2fb1565d1f55382a2b1ba3b,1
1470624,9c6d70211eebad466d288d8152f31c6a3f9336843b8eea4318eca7b8ebf54a8f,3
1471149,43003aaa5e99badaf3d1a9f0cea7f7617dccf27da311e3f80a0e7742860888f4,3
1471798,008bc24b3365063b8c0b5e84b987ee6147543239102c780b4969683ffe74ca91,4
1473941,e0cc5a412e141313e50ba81bf343f78088890a4bcdcbd5d2696f7b41bdfe2abd,3
1475621,bff24edd3f063d91c46eb46b509db10f4ed4a50ff0bb14f8e2b4ec92a86b9d88,0
1475682,b8eafd29b4c86cea054e5199cde65d9e264d4238d3f9ffa96015b8efd1d708ee,2
1475889,e9e330aa1ab11d2d5b1c62e8d1f7b8793f48c1480fbfd67f79bb442b8e7aa747,4
1476174,d9a6130b5aeb9e9112f68e0ab5d3c12d7b8167f23597e61c5f9dcf3af06c9b05,2
1476399,ad9e35a54e22b51f5bebbb1ae5615b06d1262edf422c21ac3d37e1c046759cc5,1
1477671,8f3861789a621e7d4a46e8c803b5306522decd2628c22b4a19721f319ccdea63,3
1478215,e3f514fd82a0db2deca2165bd8d5a956fbbe9b698d77644b29deb185409f7853,3
1478297,321fadf24a9e46d754275ac7aa1e7bce9c4bf438ce01e636997f9332900eca11,3
1478446,44f53dc89b86f314e1710106c1df9090d107d4cc8d41a27d8bbe8623bfcc4b1d,2
1478462,6a3ee1388912e38ba17d49948d100d6d077f171054c9b76bc19ed0bad9e00894,1
1478466,1d17b9df88f33ff16b3a2ee62b7a44ea6d4fc164d803a3382532258a57a3452b,0
1478485,9602491c95dfb21feff4c291a5a5c5603ecb6e9bbec3eda13938c3213c2c1f17,2
1478553,0d8d6033ef9c2272edb96c2bbb21dbbbc9968f4d01b835a8b01dd982181e5e73,1
1480008,feba12e07be796543e3b0a6d747b9006c3d6fa0aa94c1c9ed46f23ce71fa66ca,1
1480035,2bc04ff777fa436f946cb6b7a6ee86c15df6bb34285e57b515fae4be3aeb5fcf,2
1480226,56a36f65155199a654b4db443bed8a41bfd8e5b440a6172c8fcb52b2d2107845,2
1480343,7c3728d305f0389929da351f055a0dec933139a87a5346b535b7b338cb314038,3
1480682,28ea10cc6f6017acb112a6246878e05e5b8bb61d2a23dc978a636396d4a95e7b,1
